-2.0860;-0.168781995773;0.0260360240936
-1.5270;-0.141170024872;-4.19616699219e-05
-1.0900;-0.159577846527;0.0321719646454
-0.9030;-0.182587862015;0.0291039943695
-0.7561;-0.168781995773;0.0398421287537
-0.4861;-0.354395866394;0.0490460395813
0.0000;-0.477115869522;0.174834012985
0.4861;-0.204063892365;0.0628521442413
0.7561;-0.164180040359;0.0935320854187
0.9030;-0.168781995773;0.0582499504089
1.0900;-0.177985906601;0.0306379795074
1.5270;-0.133499860764;0.00762796401978
2.0860;-0.150373935699;0.0689880847931